"","Year","Date","BigBioPlot","PlantSpNum","Plot","Treatment","Species","Mass.g.m.2.","Planted"
"6722",2010,"8/23/2010",108,16,37,"Control","Petalostemum purpureum",22.1,"planted"
"6723",2011,"8/26/2011",108,16,37,"Control","Koeleria cristata",3.1,"planted"
"6724",2012,"8/28/2012",108,16,37,"Control","Amorpha canescens",3.3,"planted"
"6725",2016,"8/1/2016",108,16,37,"Control","Solidago rigida",0,"planted"
"6726",2022,NA,108,16,37,"Control","Koeleria cristata",1.43,"planted"
"6727",2013,"8/20/2013",108,16,37,"Control","Petalostemum purpureum",105.8,"planted"
"6728",2023,NA,108,16,37,"Control","Miscellaneous litter",17.9,"weed"
"6729",2016,"8/1/2016",108,16,37,"Control","Elymus canadensis",0,"planted"
"6730",2018,"8/1/2018",108,16,37,"Control","Monarda fistulosa",0,"planted"
"6731",2018,"8/1/2018",108,16,37,"Control","Miscellaneous litter",0,"weed"
"6732",2024,NA,108,16,37,"Control","Andropogon gerardi",192.9,"planted"
"6733",2012,"8/28/2012",108,16,37,"Control","Poa pratensis",3.2,"planted"
"6734",2023,NA,108,16,37,"Control","Koeleria cristata",0.48,"planted"
"6735",2011,"8/26/2011",108,16,37,"Control","Schizachyrium scoparium",75.9,"planted"
"6736",2015,"8/24/2015",108,16,37,"Control","Amorpha canescens",34.8,"planted"
"6737",2016,"8/1/2016",108,16,37,"Control","32 species weeds",0,"weed"
"6738",2023,NA,108,16,37,"Control","Petalostemum purpureum",17.9,"planted"
"6739",2018,"8/1/2018",108,16,37,"Control","Koeleria cristata",13,"planted"
"6740",2024,NA,108,16,37,"Control","32 species weeds",0,"weed"
"6741",2014,"8/14/2014",108,16,37,"Control","Poa pratensis",46,"planted"
"6742",2024,NA,108,16,37,"Control","Achillea millefolium (lanulosa)",0,"planted"
"6743",2013,"8/20/2013",108,16,37,"Control","Sorghastrum nutans",1.7,"planted"
"6744",2012,"8/28/2012",108,16,37,"Control","Koeleria cristata",9.1,"planted"
"6745",2023,NA,108,16,37,"Control","Quercus ellipsoidalis",0,"planted"
"6746",2018,"8/1/2018",108,16,37,"Control","Real weeds",5.2,"weed"
"6747",2015,"8/24/2015",108,16,37,"Control","Petalostemum purpureum",58.6,"planted"
"6748",2009,"8/17/2009",108,16,37,"Control","Petalostemum purpureum",1.3,"planted"
"6749",2021,NA,108,16,37,"Control","Sorghastrum nutans",7.8,"planted"
"6750",2011,"8/26/2011",108,16,37,"Control","Sorghastrum nutans",9,"planted"
"6751",2016,"8/1/2016",108,16,37,"Control","Sorghastrum nutans",0.38,"planted"
"6752",2011,"8/26/2011",108,16,37,"Control","Cyperus sp.",2,"weed"
"6753",2024,NA,108,16,37,"Control","Lupinus perennis",0,"planted"
"6754",2022,NA,108,16,37,"Control","Andropogon gerardi",166.4,"planted"
"6755",2024,NA,108,16,37,"Control","Elymus canadensis",0,"planted"
"6756",2017,"8/1/2017",108,16,37,"Control","Poa pratensis",30.5,"planted"
"6757",2018,"8/1/2018",108,16,37,"Control","Panicum virgatum",0,"planted"
"6758",2023,NA,108,16,37,"Control","Quercus macrocarpa",0,"planted"
"6759",2012,"8/28/2012",108,16,37,"Control","Bouteloua gracilis",1.5,"weed"
"6760",2012,"8/28/2012",108,16,37,"Control","Lupinus perennis",9.5,"planted"
"6761",2012,"8/28/2012",108,16,37,"Control","Petalostemum purpureum",36.3,"planted"
"6762",2014,"8/14/2014",108,16,37,"Control","Sporobolus cryptandrus",0.4,"weed"
"6763",2007,"10/16/2007",108,16,37,"Control","Sorghastrum nutans",2.4,"planted"
"6764",2023,NA,108,16,37,"Control","Monarda fistulosa",0,"planted"
"6765",2013,"8/20/2013",108,16,37,"Control","Poa pratensis",34.4,"planted"
"6766",2008,"10/28/2008",108,16,37,"Control","Unsorted biomass",130.8,"weed"
"6767",2014,"8/14/2014",108,16,37,"Control","Miscellaneous litter",19.9,"weed"
"6768",2016,"8/1/2016",108,16,37,"Control","Panicum virgatum",0,"planted"
"6769",2017,"8/1/2017",108,16,37,"Control","Amorpha canescens",98.1,"planted"
"6770",2023,NA,108,16,37,"Control","Amorpha canescens",82.4,"planted"
"6771",2023,NA,108,16,37,"Control","Sorghastrum nutans",4.61,"planted"
"6772",2017,"8/1/2017",108,16,37,"Control","Real weeds",1.2,"weed"
"6773",2023,NA,108,16,37,"Control","Schizachyrium scoparium",9.49,"planted"
"6774",2014,"8/14/2014",108,16,37,"Control","Amorpha canescens",4.2,"planted"
"6775",2023,NA,108,16,37,"Control","Panicum virgatum",0,"planted"
"6776",2011,"8/26/2011",108,16,37,"Control","Petalostemum purpureum",14.1,"planted"
"6777",2024,NA,108,16,37,"Control","Liatris aspera",0,"planted"
"6778",2016,"8/1/2016",108,16,37,"Control","Andropogon gerardi",39.77,"planted"
"6779",2017,"8/1/2017",108,16,37,"Control","Andropogon gerardi",128.5,"planted"
"6780",2016,"8/1/2016",108,16,37,"Control","Miscellaneous litter",0.38,"weed"
"6781",2017,"8/1/2017",108,16,37,"Control","Petalostemum purpureum",12.1,"planted"
"6782",2016,"8/1/2016",108,16,37,"Control","Lupinus perennis",5.5,"planted"
"6783",2015,"8/24/2015",108,16,37,"Control","Lupinus perennis",33.8,"planted"
"6784",2017,"8/1/2017",108,16,37,"Control","Sorghastrum nutans",32.5,"planted"
"6785",2014,"8/14/2014",108,16,37,"Control","Petalostemum purpureum",140.8,"planted"
"6786",2016,"8/1/2016",108,16,37,"Control","Agropyron smithii",0,"planted"
"6787",2024,NA,108,16,37,"Control","Monarda fistulosa",0,"planted"
"6788",2011,"8/26/2011",108,16,37,"Control","Amorpha canescens",163.2,"planted"
"6789",2015,"8/24/2015",108,16,37,"Control","Schizachyrium scoparium",40.5,"planted"
"6790",2010,"8/23/2010",108,16,37,"Control","Schizachyrium scoparium",26.7,"planted"
"6791",2014,"8/14/2014",108,16,37,"Control","Bouteloua gracilis",3,"weed"
"6792",2023,NA,108,16,37,"Control","Lupinus perennis",62.2,"planted"
"6793",2016,"8/1/2016",108,16,37,"Control","Monarda fistulosa",0,"planted"
"6794",2024,NA,108,16,37,"Control","Amorpha canescens",67,"planted"
"6795",2017,"8/1/2017",108,16,37,"Control","Lupinus perennis",2.2,"planted"
"6796",2023,NA,108,16,37,"Control","Liatris aspera",0,"planted"
"6797",2024,NA,108,16,37,"Control","Koeleria cristata",0.37,"planted"
"6798",2015,"8/24/2015",108,16,37,"Control","Poa pratensis",33.6,"planted"
"6799",2011,"8/26/2011",108,16,37,"Control","Poa pratensis",42.7,"planted"
"6800",2016,"8/1/2016",108,16,37,"Control","Koeleria cristata",0,"planted"
"6801",2014,"8/14/2014",108,16,37,"Control","Lupinus perennis",28.5,"planted"
"6802",2014,"8/14/2014",108,16,37,"Control","Schizachyrium scoparium",108.2,"planted"
"6803",2014,"8/14/2014",108,16,37,"Control","Andropogon gerardi",13.7,"planted"
"6804",2022,NA,108,16,37,"Control","Amorpha canescens",4.61,"planted"
"6805",2015,"8/24/2015",108,16,37,"Control","Sorghastrum nutans",59.6,"planted"
"6806",2023,NA,108,16,37,"Control","Real weeds",2.92,"weed"
"6807",2018,"8/1/2018",108,16,38,"SoilDrenchFungicide","Quercus macrocarpa",0,"planted"
"6808",2022,NA,108,16,38,"SoilDrenchFungicide","Poa pratensis",0.64,"planted"
"6809",2007,"10/5/2007",108,16,38,"SoilDrenchFungicide","Sorghastrum nutans",2.4,"planted"
"6810",2024,NA,108,16,38,"SoilDrenchFungicide","Solidago rigida",0,"planted"
"6811",2022,NA,108,16,38,"SoilDrenchFungicide","Miscellaneous litter",36.7,"weed"
"6812",2012,"8/28/2012",108,16,38,"SoilDrenchFungicide","Digitaria sp.",0.01,"weed"
"6813",2007,"10/5/2007",108,16,38,"SoilDrenchFungicide","Petalostemum purpureum",15,"planted"
"6814",2007,"10/5/2007",108,16,38,"SoilDrenchFungicide","Lespedeza capitata",10.8,"weed"
"6815",2009,"8/17/2009",108,16,38,"SoilDrenchFungicide","Sorghastrum nutans",2.8,"planted"
"6816",2022,NA,108,16,38,"SoilDrenchFungicide","Real weeds",5.12,"weed"
"6817",2018,"8/1/2018",108,16,38,"SoilDrenchFungicide","Schizachyrium scoparium",4.1,"planted"
"6818",2016,"8/1/2016",108,16,38,"SoilDrenchFungicide","Sorghastrum nutans",0.55,"planted"
"6819",2007,"10/5/2007",108,16,38,"SoilDrenchFungicide","Poa pratensis",23.8,"planted"
"6820",2016,"8/1/2016",108,16,38,"SoilDrenchFungicide","Poa pratensis",4.68,"planted"
"6821",2016,"8/1/2016",108,16,38,"SoilDrenchFungicide","Panicum virgatum",0,"planted"
"6822",2007,"10/5/2007",108,16,38,"SoilDrenchFungicide","Lupinus perennis",175.4,"planted"
"6823",2023,NA,108,16,38,"SoilDrenchFungicide","Monarda fistulosa",0,"planted"
"6824",2024,NA,108,16,38,"SoilDrenchFungicide","Petalostemum purpureum",31.9,"planted"
"6825",2010,"8/23/2010",108,16,38,"SoilDrenchFungicide","Petalostemum purpureum",4.6,"planted"
"6826",2014,"8/14/2014",108,16,38,"SoilDrenchFungicide","Poa pratensis",39.4,"planted"
"6827",2023,NA,108,16,38,"SoilDrenchFungicide","Schizachyrium scoparium",54.3,"planted"
"6828",2022,NA,108,16,38,"SoilDrenchFungicide","Schizachyrium scoparium",5.86,"planted"
"6829",2024,NA,108,16,38,"SoilDrenchFungicide","Amorpha canescens",207,"planted"
"6830",2023,NA,108,16,38,"SoilDrenchFungicide","Elymus canadensis",0,"planted"
"6831",2012,"8/28/2012",108,16,38,"SoilDrenchFungicide","Petalostemum purpureum",13.1,"planted"
"6832",2010,"8/23/2010",108,16,38,"SoilDrenchFungicide","Lupinus perennis",123.5,"planted"
"6833",2013,"8/20/2013",108,16,38,"SoilDrenchFungicide","Lupinus perennis",24.6,"planted"
"6834",2018,"8/1/2018",108,16,38,"SoilDrenchFungicide","Real weeds",0,"weed"
"6835",2018,"8/1/2018",108,16,38,"SoilDrenchFungicide","Petalostemum purpureum",7.5,"planted"
"6836",2016,"8/1/2016",108,16,38,"SoilDrenchFungicide","Miscellaneous litter",5.17,"weed"
"6837",2018,"8/1/2018",108,16,38,"SoilDrenchFungicide","Miscellaneous litter",1.7,"weed"
"6838",2014,"8/14/2014",108,16,38,"SoilDrenchFungicide","Sorghastrum nutans",59.1,"planted"
"6839",2023,NA,108,16,38,"SoilDrenchFungicide","Real weeds",3.34,"weed"
"6840",2018,"8/1/2018",108,16,38,"SoilDrenchFungicide","Andropogon gerardi",430.8,"planted"
"6841",2013,"8/20/2013",108,16,38,"SoilDrenchFungicide","Andropogon gerardi",50,"planted"
"6842",2010,"8/23/2010",108,16,38,"SoilDrenchFungicide","Bouteloua gracilis",6,"weed"
"6843",2011,"8/26/2011",108,16,38,"SoilDrenchFungicide","Lupinus perennis",56.1,"planted"
"6844",2010,"8/23/2010",108,16,38,"SoilDrenchFungicide","Koeleria cristata",0.7,"planted"
"6845",2016,"8/1/2016",108,16,38,"SoilDrenchFungicide","Monarda fistulosa",0,"planted"
"6846",2022,NA,108,16,38,"SoilDrenchFungicide","Sorghastrum nutans",47.8,"planted"
"6847",2014,"8/14/2014",108,16,38,"SoilDrenchFungicide","Bouteloua gracilis",1,"weed"
"6848",2023,NA,108,16,38,"SoilDrenchFungicide","Agropyron smithii",0,"planted"
"6849",2023,NA,108,16,38,"SoilDrenchFungicide","Panicum virgatum",0,"planted"
"6850",2012,"8/28/2012",108,16,38,"SoilDrenchFungicide","Bouteloua gracilis",0.08,"weed"
"6851",2012,"8/28/2012",108,16,38,"SoilDrenchFungicide","Amorpha canescens",2.4,"planted"
"6852",2018,"8/1/2018",108,16,38,"SoilDrenchFungicide","Agropyron smithii",0,"planted"
"6853",2013,"8/20/2013",108,16,38,"SoilDrenchFungicide","Petalostemum purpureum",66.4,"planted"
"6854",2013,"8/20/2013",108,16,38,"SoilDrenchFungicide","Miscellaneous litter",20,"weed"
"6855",2023,NA,108,16,38,"SoilDrenchFungicide","Solidago rigida",0,"planted"
"6856",2024,NA,108,16,38,"SoilDrenchFungicide","Panicum virgatum",0,"planted"
"6857",2013,"8/20/2013",108,16,38,"SoilDrenchFungicide","Amorpha canescens",6.1,"planted"
"6858",2012,"8/28/2012",108,16,38,"SoilDrenchFungicide","Lupinus perennis",97.1,"planted"
"6859",2015,"8/24/2015",108,16,38,"SoilDrenchFungicide","Cyperus sp.",0.7,"weed"
"6860",2023,NA,108,16,38,"SoilDrenchFungicide","Quercus macrocarpa",0,"planted"
"6861",2018,"8/1/2018",108,16,38,"SoilDrenchFungicide","Solidago rigida",0,"planted"
"6862",2018,"8/1/2018",108,16,38,"SoilDrenchFungicide","Poa pratensis",10.4,"planted"
"6863",2016,"8/1/2016",108,16,38,"SoilDrenchFungicide","Schizachyrium scoparium",5.17,"planted"
"6864",2013,"8/20/2013",108,16,38,"SoilDrenchFungicide","Polygonum convolvulus",0.2,"weed"
"6865",2012,"8/28/2012",108,16,38,"SoilDrenchFungicide","Andropogon gerardi",69.3,"planted"
"6866",2013,"8/20/2013",108,16,38,"SoilDrenchFungicide","Sorghastrum nutans",22.8,"planted"
"6867",2010,"8/23/2010",108,16,38,"SoilDrenchFungicide","Poa pratensis",46.3,"planted"
"6868",2011,"8/26/2011",108,16,38,"SoilDrenchFungicide","Koeleria cristata",1.4,"planted"
"6869",2018,"8/1/2018",108,16,38,"SoilDrenchFungicide","Lupinus perennis",0,"planted"
"6870",2018,"8/1/2018",108,16,38,"SoilDrenchFungicide","Achillea millefolium (lanulosa)",8.8,"planted"
"6871",2018,"8/1/2018",108,16,38,"SoilDrenchFungicide","Elymus canadensis",0,"planted"
"6872",2024,NA,108,16,38,"SoilDrenchFungicide","Lupinus perennis",2.15,"planted"
"6873",2024,NA,108,16,38,"SoilDrenchFungicide","Liatris aspera",0,"planted"
"6874",2023,NA,108,16,38,"SoilDrenchFungicide","32 species weeds",0,"weed"
"6875",2007,"10/5/2007",108,16,38,"SoilDrenchFungicide","Amorpha canescens",14.5,"planted"
"6876",2023,NA,108,16,38,"SoilDrenchFungicide","Lupinus perennis",16.3,"planted"
"6877",2024,NA,108,16,38,"SoilDrenchFungicide","Sorghastrum nutans",4.8,"planted"
"6878",2016,"8/1/2016",108,16,38,"SoilDrenchFungicide","Solidago rigida",0,"planted"
"6879",2007,"10/5/2007",108,16,38,"SoilDrenchFungicide","Schizachyrium scoparium",75.5,"planted"
"6880",2010,"8/23/2010",108,16,38,"SoilDrenchFungicide","Schizachyrium scoparium",56.1,"planted"
"6881",2018,"8/1/2018",108,16,38,"SoilDrenchFungicide","Quercus ellipsoidalis",0,"planted"
"6882",2016,"8/1/2016",108,16,38,"SoilDrenchFungicide","Quercus macrocarpa",0,"planted"
"6883",2022,NA,108,16,38,"SoilDrenchFungicide","Liatris aspera",10.16,"planted"
"6884",2011,"8/26/2011",108,16,38,"SoilDrenchFungicide","Schizachyrium scoparium",248.5,"planted"
"6885",2018,"8/1/2018",108,16,38,"SoilDrenchFungicide","32 species weeds",0,"weed"
"6886",2015,"8/24/2015",108,16,38,"SoilDrenchFungicide","Andropogon gerardi",87.8,"planted"
"6887",2023,NA,108,16,38,"SoilDrenchFungicide","Quercus ellipsoidalis",0,"planted"
"6888",2016,"8/1/2016",108,16,38,"SoilDrenchFungicide","Quercus ellipsoidalis",0,"planted"
"6889",2014,"8/14/2014",108,16,38,"SoilDrenchFungicide","Miscellaneous litter",12.9,"weed"
"6890",2013,"8/20/2013",108,16,38,"SoilDrenchFungicide","Poa pratensis",7.3,"planted"
"6891",2012,"8/28/2012",108,16,38,"SoilDrenchFungicide","Achillea millefolium (lanulosa)",2.9,"planted"
"6892",2024,NA,108,16,38,"SoilDrenchFungicide","Elymus canadensis",0,"planted"
"6893",2016,"8/1/2016",108,16,38,"SoilDrenchFungicide","Petalostemum purpureum",3.23,"planted"
"6894",2009,"8/17/2009",108,16,38,"SoilDrenchFungicide","Koeleria cristata",2.8,"planted"
"6895",2009,"8/17/2009",108,16,38,"SoilDrenchFungicide","Bouteloua gracilis",1.1,"weed"
"6896",2015,"8/24/2015",108,16,38,"SoilDrenchFungicide","Schizachyrium scoparium",16,"planted"
"6897",2024,NA,108,16,38,"SoilDrenchFungicide","32 species weeds",0,"weed"
"6898",2018,"8/1/2018",108,16,38,"SoilDrenchFungicide","Monarda fistulosa",0,"planted"
"6899",2017,"8/1/2017",108,16,38,"SoilDrenchFungicide","Sorghastrum nutans",29.8,"planted"
"6900",2009,"8/17/2009",108,16,38,"SoilDrenchFungicide","Schizachyrium scoparium",40,"planted"
"6901",2018,"8/1/2018",108,16,38,"SoilDrenchFungicide","Amorpha canescens",0,"planted"
"6902",2009,"8/17/2009",108,16,38,"SoilDrenchFungicide","Poa pratensis",20.8,"planted"
"6903",2014,"8/14/2014",108,16,38,"SoilDrenchFungicide","Achillea millefolium (lanulosa)",26.7,"planted"
"6904",2024,NA,108,16,38,"SoilDrenchFungicide","Agropyron smithii",0,"planted"
"6905",2024,NA,108,16,38,"SoilDrenchFungicide","Quercus ellipsoidalis",0,"planted"
"6906",2023,NA,108,16,38,"SoilDrenchFungicide","Petalostemum purpureum",0,"planted"
"6907",2024,NA,108,16,38,"SoilDrenchFungicide","Quercus macrocarpa",0,"planted"
"6908",2008,"11/18/2008",108,16,38,"SoilDrenchFungicide","Unsorted biomass",318.8,"weed"
"6909",2014,"8/14/2014",108,16,38,"SoilDrenchFungicide","Schizachyrium scoparium",63,"planted"
"6910",2011,"8/26/2011",108,16,38,"SoilDrenchFungicide","Sorghastrum nutans",5.5,"planted"
"6911",2015,"8/24/2015",108,16,38,"SoilDrenchFungicide","Lupinus perennis",29.7,"planted"
"6912",2017,"8/1/2017",108,16,38,"SoilDrenchFungicide","Lupinus perennis",26.1,"planted"
"6913",2015,"8/24/2015",108,16,38,"SoilDrenchFungicide","Poa pratensis",30.2,"planted"
"6914",2018,"8/1/2018",108,16,38,"SoilDrenchFungicide","Panicum virgatum",0,"planted"
"6915",2018,"8/1/2018",108,16,38,"SoilDrenchFungicide","Koeleria cristata",0,"planted"
"6916",2018,"8/1/2018",108,16,38,"SoilDrenchFungicide","Liatris aspera",0,"planted"
"6917",2012,"8/28/2012",108,16,38,"SoilDrenchFungicide","Poa pratensis",30.2,"planted"
"6918",2009,"8/17/2009",108,16,38,"SoilDrenchFungicide","Liatris aspera",29.3,"planted"
"6919",2016,"8/1/2016",108,16,38,"SoilDrenchFungicide","Real weeds",0.13,"weed"
"6920",2009,"8/17/2009",108,16,38,"SoilDrenchFungicide","Andropogon gerardi",12.8,"planted"
"6921",2022,NA,108,16,38,"SoilDrenchFungicide","Petalostemum purpureum",17.03,"planted"
"6922",2024,NA,108,16,38,"SoilDrenchFungicide","Achillea millefolium (lanulosa)",0,"planted"
"6923",2015,"8/24/2015",108,16,38,"SoilDrenchFungicide","Sorghastrum nutans",8.5,"planted"
"6924",2022,NA,108,16,38,"SoilDrenchFungicide","Amorpha canescens",127.7,"planted"
"6925",2024,NA,108,16,38,"SoilDrenchFungicide","Koeleria cristata",8.4,"planted"
"6926",2016,"8/1/2016",108,16,38,"SoilDrenchFungicide","Achillea millefolium (lanulosa)",0,"planted"
"6927",2017,"8/1/2017",108,16,38,"SoilDrenchFungicide","Real weeds",1.6,"weed"
"6928",2011,"8/26/2011",108,16,38,"SoilDrenchFungicide","Petalostemum purpureum",73.9,"planted"
"6929",2015,"8/24/2015",108,16,38,"SoilDrenchFungicide","Liatris aspera",150.7,"planted"
"6930",2023,NA,108,16,38,"SoilDrenchFungicide","Andropogon gerardi",62.2,"planted"
"6931",2013,"8/20/2013",108,16,38,"SoilDrenchFungicide","Schizachyrium scoparium",1.3,"planted"
"6932",2023,NA,108,16,38,"SoilDrenchFungicide","Amorpha canescens",0,"planted"
"6933",2023,NA,108,16,38,"SoilDrenchFungicide","Sorghastrum nutans",16.2,"planted"
"6934",2011,"8/26/2011",108,16,38,"SoilDrenchFungicide","Andropogon gerardi",1.7,"planted"
"6935",2011,"8/26/2011",108,16,38,"SoilDrenchFungicide","Poa pratensis",38.2,"planted"
"6936",2022,NA,108,16,38,"SoilDrenchFungicide","Achillea millefolium (lanulosa)",0.77,"planted"
"6937",2021,NA,108,16,38,"SoilDrenchFungicide","Amorpha canescens",12.3,"planted"
"6938",2017,"8/1/2017",108,16,38,"SoilDrenchFungicide","Miscellaneous litter",0.9,"weed"
"6939",2009,"8/17/2009",108,16,38,"SoilDrenchFungicide","Petalostemum purpureum",41.4,"planted"
"6940",2016,"8/1/2016",108,16,38,"SoilDrenchFungicide","Agropyron smithii",0,"planted"
"6941",2017,"8/1/2017",108,16,38,"SoilDrenchFungicide","Poa pratensis",51,"planted"
"6942",2018,"8/1/2018",108,16,38,"SoilDrenchFungicide","Sorghastrum nutans",1.9,"planted"
"6943",2007,"10/5/2007",108,16,38,"SoilDrenchFungicide","Andropogon gerardi",1.2,"planted"
"6944",2014,"8/14/2014",108,16,38,"SoilDrenchFungicide","Petalostemum purpureum",40.2,"planted"
"6945",2024,NA,108,16,38,"SoilDrenchFungicide","Poa pratensis",4.3,"planted"
"6946",2024,NA,108,16,38,"SoilDrenchFungicide","Real weeds",2.2,"weed"
"6947",2016,"8/1/2016",108,16,38,"SoilDrenchFungicide","Lupinus perennis",0,"planted"
"6948",2021,NA,108,16,38,"SoilDrenchFungicide","Real weeds",0.1,"weed"
"6949",2011,"8/26/2011",108,16,38,"SoilDrenchFungicide","Cyperus sp.",0.1,"weed"
"6950",2016,"8/1/2016",108,16,38,"SoilDrenchFungicide","Liatris aspera",0,"planted"
"6951",2016,"8/1/2016",108,16,38,"SoilDrenchFungicide","Amorpha canescens",2.8,"planted"
"6952",2017,"8/1/2017",108,16,38,"SoilDrenchFungicide","Petalostemum purpureum",150.6,"planted"
"6953",2016,"8/1/2016",108,16,38,"SoilDrenchFungicide","Koeleria cristata",0,"planted"
"6954",2023,NA,108,16,38,"SoilDrenchFungicide","Achillea millefolium (lanulosa)",0,"planted"
"6955",2014,"8/14/2014",108,16,38,"SoilDrenchFungicide","Liatris aspera",4.7,"planted"
"6956",2011,"8/26/2011",108,16,38,"SoilDrenchFungicide","Amorpha canescens",58.1,"planted"
"6957",2024,NA,108,16,38,"SoilDrenchFungicide","Monarda fistulosa",0,"planted"
"6958",2022,NA,108,16,38,"SoilDrenchFungicide","Andropogon gerardi",66.2,"planted"
"6959",2015,"8/24/2015",108,16,38,"SoilDrenchFungicide","Petalostemum purpureum",113.9,"planted"
"6960",2021,NA,108,16,38,"SoilDrenchFungicide","Andropogon gerardi",56.4,"planted"
"6961",2017,"8/1/2017",108,16,38,"SoilDrenchFungicide","Schizachyrium scoparium",1.5,"planted"
"6962",2016,"8/1/2016",108,16,38,"SoilDrenchFungicide","32 species weeds",0,"weed"
"6963",2024,NA,108,16,38,"SoilDrenchFungicide","Schizachyrium scoparium",17.1,"planted"
